loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose
7500.0,36.0,10.64,244.27,1,5.0,1,11.225256725762893,2
10000.0,36.0,8.38,315.12,1,3.0,3,10.085850775128717,1
5000.0,36.0,11.22,164.22,1,1.0,1,10.668978650219241,2
18000.0,36.0,7.26,557.94,0,8.0,1,11.695255355062795,3
17000.0,60.0,18.99,440.9,4,,1,10.985309671896763,2
24000.0,36.0,10.64,781.65,1,10.0,2,11.813037464800539,2
10000.0,36.0,8.38,315.12,1,3.0,3,12.072546967175038,2
1000.0,36.0,8.38,31.52,1,9.0,1,11.205734322130223,8
28000.0,60.0,7.89,566.27,0,10.0,1,10.933124826700706,2
10000.0,60.0,11.49,219.88,1,0.0,1,10.77897712300635,8
9600.0,36.0,6.24,293.1,0,10.0,2,11.050905878263567,2
35000.0,60.0,16.55,861.4,3,10.0,1,12.072546967175038,2
20000.0,36.0,16.55,708.59,3,5.0,3,11.112462823634855,1
7000.0,36.0,9.76,225.09,1,1.0,3,10.859018228147885,2
15000.0,36.0,11.49,494.57,1,10.0,1,10.859018228147885,2
7550.0,36.0,10.64,245.9,1,2.0,3,10.145688355383795,2
2000.0,36.0,9.76,64.31,1,10.0,3,10.859018228147885,2
5000.0,36.0,11.99,166.05,2,1.0,3,10.645448706505872,2
6000.0,36.0,9.99,193.58,1,,3,10.645448706505872,3
18400.0,60.0,17.86,465.84,3,0.0,1,10.596659732783579,1
20000.0,60.0,16.99,496.95,3,5.0,1,11.050905878263567,2
20800.0,60.0,11.22,454.53,1,10.0,1,11.407576060361786,2
20000.0,36.0,7.89,625.72,0,4.0,1,11.002116507732017,2
12800.0,36.0,9.76,411.58,1,2.0,3,11.127277689932466,2
21000.0,36.0,8.49,662.83,1,4.0,1,11.87757552297847,1
7500.0,36.0,9.76,241.16,1,7.0,1,10.859018228147885,2
15000.0,60.0,16.59,369.49,3,,2,10.459697547336717,2
10000.0,36.0,8.38,315.12,1,8.0,1,10.985309671896763,1
35000.0,36.0,6.89,1078.94,0,10.0,1,11.695255355062795,2
15000.0,36.0,6.24,457.97,0,7.0,2,12.100717685412471,3
12800.0,60.0,11.99,284.67,2,10.0,3,10.896757843893464,1
10000.0,36.0,6.24,305.31,0,9.0,2,11.184435286790631,1
10000.0,36.0,10.64,325.69,1,10.0,2,10.859018228147885,2
15000.0,36.0,7.89,469.29,0,3.0,1,10.463131911491967,2
30000.0,36.0,12.59,1004.91,2,9.0,3,11.225256725762893,2
12000.0,36.0,11.22,394.12,1,8.0,1,10.877915108339828,2
10000.0,36.0,6.49,306.45,0,9.0,2,11.23850177707664,1
20800.0,60.0,14.48,489.18,2,10.0,3,11.407576060361786,2
25000.0,60.0,18.2,637.56,4,3.0,3,11.407576060361786,2
10000.0,60.0,18.99,259.36,4,5.0,1,10.530521639636548,2
12000.0,36.0,5.32,361.38,0,9.0,3,11.648338835562747,2
15000.0,36.0,6.89,462.41,0,7.0,3,11.082157933374816,1
11200.0,36.0,16.55,396.81,3,10.0,1,12.691583538230217,2
29900.0,60.0,12.88,678.49,2,10.0,1,11.082157933374816,2
12000.0,60.0,16.99,298.17,3,10.0,1,10.67521483321893,2
6000.0,36.0,9.17,191.28,1,0.0,3,10.373522431293592,2
21125.0,60.0,18.49,542.09,4,2.0,1,11.002116507732017,2
18500.0,60.0,11.99,411.43,2,10.0,1,11.49273296168228,2
5000.0,36.0,6.24,152.66,0,10.0,1,10.714439990727769,2
10000.0,36.0,7.26,309.97,0,10.0,1,12.301387370778713,2
10500.0,36.0,12.59,351.72,2,10.0,1,10.810354015162442,8
16000.0,36.0,11.49,527.55,1,3.0,1,11.623357100735857,2
2000.0,36.0,11.99,66.42,2,2.0,2,10.463131911491967,11
9000.0,36.0,12.05,299.15,2,10.0,1,11.225256725762893,6
4000.0,36.0,6.89,123.31,0,10.0,2,10.896757843893464,1
6000.0,36.0,13.67,204.11,2,1.0,3,10.596659732783579,6
22000.0,36.0,5.32,662.53,0,9.0,2,10.819798284210286,2
12000.0,36.0,9.17,382.55,1,10.0,3,10.714439990727769,2
24000.0,36.0,7.89,750.86,0,3.0,3,11.472113887062386,1
35000.0,36.0,9.99,1129.19,1,2.0,3,11.608244735642321,1
18000.0,36.0,12.59,602.95,2,10.0,1,10.491301994830229,2
20000.0,36.0,13.18,675.62,2,0.0,3,10.819798284210286,10
17700.0,60.0,13.18,404.37,2,8.0,2,11.002116507732017,1
19200.0,60.0,16.99,477.07,3,5.0,3,10.915106645867501,2
15000.0,36.0,9.17,478.19,1,10.0,3,10.77897712300635,0
30000.0,60.0,11.99,667.19,2,10.0,1,11.695255355062795,2
4800.0,36.0,11.99,159.41,2,3.0,3,11.002116507732017,2
15000.0,60.0,11.99,333.6,2,4.0,2,11.350418300109132,1
30000.0,36.0,17.57,1078.12,3,3.0,3,11.608244735642321,5
10000.0,36.0,5.32,301.15,0,10.0,1,11.500863005142227,1
10500.0,36.0,11.22,344.86,1,3.0,1,10.596659732783579,3
4800.0,36.0,11.99,159.41,2,10.0,3,10.035217323214022,1
21000.0,36.0,9.99,677.52,1,3.0,1,11.918397239722838,2
11400.0,36.0,11.22,374.42,1,0.0,3,11.189975390433117,2
9450.0,36.0,21.48,358.37,4,0.0,3,11.002116507732017,2
21000.0,60.0,11.48,461.64,1,10.0,1,11.751950239425476,2
8000.0,36.0,7.89,250.29,0,0.0,2,10.596659732783579,1
12000.0,60.0,11.99,266.88,2,,1,10.463131911491967,1
3000.0,36.0,12.59,100.5,2,10.0,3,10.915106645867501,8
7000.0,36.0,9.76,225.09,1,10.0,3,11.050905878263567,2
13950.0,60.0,18.99,361.8,4,8.0,1,10.933124826700706,2
16000.0,36.0,10.78,522.16,1,,3,11.49273296168228,2
4425.0,36.0,12.59,148.23,2,10.0,1,10.491301994830229,2
12000.0,60.0,10.64,258.76,1,10.0,1,11.002116507732017,2
35000.0,36.0,17.57,1257.8,3,0.0,1,11.77528972943772,2
28000.0,60.0,18.49,718.51,4,6.0,1,11.51293546492023,2
8000.0,36.0,10.78,261.08,1,3.0,3,10.545367754151743,2
10000.0,36.0,7.26,309.97,0,,3,10.455560680280382,3
10000.0,36.0,5.32,301.15,0,10.0,1,11.069805217558251,2
10000.0,36.0,10.64,325.69,1,,2,10.664316745782923,2
12000.0,60.0,15.41,288.07,3,7.0,1,11.407576060361786,1
6000.0,36.0,10.64,195.42,1,10.0,3,11.225256725762893,6
10000.0,60.0,16.55,246.12,3,4.0,1,11.082157933374816,2
30000.0,36.0,8.49,946.89,1,2.0,1,11.097425172408931,1
15000.0,60.0,11.99,333.6,2,6.0,3,11.695255355062795,2
35000.0,36.0,9.17,1115.77,1,9.0,1,11.695255355062795,1
27000.0,60.0,9.76,570.49,1,7.0,3,10.950824090522444,2
3000.0,36.0,7.89,93.86,0,5.0,1,10.645448706505872,1
22000.0,36.0,9.76,707.41,1,4.0,1,10.915106645867501,2
20000.0,60.0,21.99,552.27,5,7.0,2,11.823112392762079,10
12000.0,60.0,13.67,277.18,2,5.0,1,10.915106645867501,3
12000.0,60.0,9.17,250.1,1,10.0,1,11.51293546492023,2
14000.0,36.0,7.89,438.0,0,10.0,1,11.608244735642321,2
35000.0,60.0,15.41,840.2,3,10.0,1,11.951186847493474,1
18000.0,60.0,9.76,380.33,1,3.0,1,11.775297421715825,2
21000.0,36.0,8.38,661.76,1,6.0,1,12.100717685412471,2
15600.0,36.0,10.78,509.11,1,6.0,1,11.695255355062795,3
19175.0,60.0,16.59,472.34,3,2.0,3,11.211833885608513,2
24000.0,60.0,13.67,554.35,2,3.0,1,11.251573687764477,2
19200.0,60.0,10.64,414.02,1,7.0,1,11.309792852587156,3
35000.0,60.0,17.86,886.11,3,10.0,1,11.440365524765754,2
10000.0,36.0,11.22,328.43,1,10.0,3,10.463131911491967,2
8000.0,36.0,10.64,260.55,1,3.0,2,10.635879484421974,2
7000.0,36.0,6.24,213.72,0,5.0,3,11.225256725762893,2
35000.0,60.0,9.17,729.44,1,5.0,3,11.918397239722838,3
5750.0,36.0,14.48,197.87,2,,1,11.156264806643742,2
12000.0,60.0,13.67,277.18,2,9.0,1,10.819798284210286,8
13650.0,36.0,12.59,457.24,2,10.0,1,10.714439990727769,2
20000.0,36.0,5.32,602.3,0,10.0,2,11.461642696843066,1
8000.0,36.0,12.59,267.98,2,7.0,3,11.002116507732017,2
35000.0,36.0,13.67,1190.62,2,3.0,1,12.345838935721968,10
17000.0,60.0,9.76,359.2,1,9.0,2,10.714439990727769,1
3500.0,36.0,11.99,116.24,2,10.0,1,11.156264806643742,1
10000.0,36.0,16.99,356.48,3,2.0,3,11.264476926102367,2
14400.0,60.0,16.99,357.8,3,6.0,2,10.491301994830229,2
11200.0,60.0,13.67,258.7,2,8.0,1,11.0186455364637,2
25000.0,36.0,7.89,782.15,0,10.0,3,11.918397239722838,1
10300.0,36.0,7.26,319.26,0,5.0,1,11.461642696843066,1
10000.0,36.0,11.99,332.1,2,2.0,3,10.308985993422082,2
3000.0,36.0,15.41,104.6,3,10.0,1,10.714439990727769,5
8500.0,36.0,16.55,301.15,3,5.0,1,10.915106645867501,2
35000.0,60.0,21.99,966.47,5,0.0,3,11.849404844423074,1
24000.0,60.0,9.76,507.1,1,10.0,3,11.461642696843066,2
16000.0,60.0,13.67,369.57,2,2.0,3,10.859018228147885,2
30000.0,36.0,7.89,938.57,0,1.0,1,11.813037464800539,2
8000.0,36.0,10.99,261.88,1,10.0,1,11.141876276228,2
12000.0,36.0,10.64,390.83,1,10.0,1,11.002116507732017,2
14050.0,36.0,12.59,470.64,2,,2,10.518700218288165,1
12000.0,36.0,12.59,401.97,2,10.0,1,11.184435286790631,1
27875.0,36.0,11.99,925.72,2,10.0,1,11.62203992575095,10
11750.0,36.0,12.88,395.23,2,2.0,3,10.239995502805314,2
21000.0,36.0,16.55,744.02,3,10.0,2,11.528808656597766,2
14750.0,36.0,11.22,484.44,1,2.0,1,11.225256725762893,1
15000.0,36.0,9.76,482.32,1,9.0,3,11.561725152903833,1
2000.0,36.0,11.22,65.69,1,,3,9.741027444837728,5
6500.0,36.0,11.99,215.87,2,3.0,1,11.849404844423074,8
16800.0,60.0,8.49,344.6,1,3.0,1,10.968215530759235,1
21000.0,36.0,13.18,709.4,2,2.0,3,11.289794413577894,3
16000.0,60.0,18.99,414.97,4,6.0,1,11.695255355062795,3
7000.0,36.0,9.17,223.16,1,,2,10.043292972227004,1
15000.0,36.0,10.64,488.53,1,10.0,1,12.100717685412471,2
22000.0,60.0,18.2,561.06,4,10.0,1,11.023551435004947,1
25000.0,60.0,19.99,662.21,4,1.0,1,11.51293546492023,2
12000.0,36.0,8.38,378.15,1,10.0,1,11.608244735642321,2
11000.0,36.0,5.32,331.27,0,10.0,1,10.896757843893464,2
9000.0,36.0,11.99,298.89,2,0.0,3,11.453217922507944,2
15000.0,60.0,16.99,372.71,3,10.0,2,11.561725152903833,11
28000.0,36.0,6.24,854.87,0,10.0,1,12.577639650232573,2
14400.0,36.0,19.48,531.35,4,5.0,2,10.596659732783579,2
10500.0,60.0,16.99,260.9,3,1.0,3,10.645448706505872,1
8425.0,36.0,9.8,271.07,1,0.0,2,11.652696102959753,1
5700.0,36.0,9.76,183.29,1,7.0,3,11.184435286790631,8
7500.0,36.0,11.22,246.33,1,10.0,1,11.918397239722838,2
35000.0,36.0,11.22,1149.51,1,10.0,1,12.429220196836383,2
20000.0,36.0,8.38,630.24,1,10.0,1,11.608244735642321,1
12000.0,60.0,13.67,277.18,2,10.0,3,11.350418300109132,2
8000.0,36.0,9.17,255.04,1,4.0,1,10.799595985047786,2
21000.0,60.0,17.27,524.96,3,0.0,3,11.561725152903833,2
9250.0,36.0,18.2,335.34,4,6.0,1,11.608244735642321,3
2800.0,36.0,13.18,94.59,2,7.0,3,11.211833885608513,8
13000.0,60.0,11.22,284.08,1,,1,10.596659732783579,2
15000.0,60.0,13.18,342.68,2,10.0,3,10.77897712300635,1
14000.0,60.0,17.57,352.25,3,3.0,1,11.51293546492023,1
31000.0,60.0,18.49,795.49,3,5.0,3,11.156264806643742,2
5700.0,36.0,11.49,187.94,1,0.0,1,10.859018228147885,2
24000.0,36.0,20.99,904.08,4,6.0,1,12.128116509451258,10
24000.0,60.0,13.18,548.29,2,10.0,3,11.104972264124866,2
14000.0,36.0,11.22,459.81,1,4.0,3,10.65492722584759,2
4800.0,36.0,9.76,154.35,1,10.0,1,10.463131911491967,2
13000.0,60.0,10.99,282.59,1,0.0,3,11.082157933374816,2
11300.0,36.0,7.89,353.53,0,2.0,1,10.839600519357369,2
10000.0,36.0,7.91,312.95,0,10.0,1,11.51293546492023,2
34075.0,60.0,25.99,1020.02,5,10.0,1,11.257788023994173,2
30225.0,60.0,20.99,817.52,4,10.0,1,11.184435286790631,2
20175.0,36.0,9.76,648.72,1,1.0,3,11.156264806643742,1
8075.0,36.0,15.41,281.55,3,0.0,1,10.714439990727769,2
30000.0,36.0,17.86,1082.47,3,10.0,1,11.225256725762893,2
12000.0,36.0,9.99,387.15,1,0.0,3,11.42955472553732,1
1600.0,36.0,16.59,56.72,3,7.0,1,10.714439990727769,2
13000.0,36.0,6.89,400.75,0,,2,10.819798284210286,2
2325.0,36.0,15.41,81.07,3,0.0,3,10.165890277802454,1
11550.0,60.0,16.99,286.99,3,6.0,1,11.04899933028452,2
20000.0,36.0,11.22,656.86,1,,1,10.859018228147885,2
24000.0,60.0,9.76,507.1,1,10.0,1,11.002116507732017,2
29400.0,36.0,6.24,897.61,0,3.0,1,11.982935344196433,1
5000.0,36.0,5.32,150.58,0,0.0,3,10.308985993422082,1
14500.0,36.0,12.05,481.96,2,10.0,1,11.49793364715099,2
20000.0,60.0,9.8,422.98,1,10.0,1,11.277215789596891,8
9600.0,36.0,14.48,330.35,2,2.0,1,11.407576060361786,2
14000.0,36.0,8.38,441.17,1,10.0,1,11.849404844423074,5
20000.0,36.0,8.38,630.24,1,10.0,1,11.19822841866684,2
33600.0,60.0,13.67,776.08,2,1.0,1,11.982935344196433,2
7000.0,36.0,6.99,216.11,0,5.0,1,11.695255355062795,2
7800.0,36.0,15.41,271.96,3,8.0,3,11.097425172408931,2
14700.0,60.0,16.55,361.79,3,10.0,1,10.463131911491967,2
35000.0,36.0,13.18,1182.33,2,10.0,2,11.3853875043677,1
20000.0,36.0,8.38,630.24,1,4.0,1,11.48247656671073,1
6400.0,36.0,9.17,204.03,1,10.0,3,10.530521639636548,2
20000.0,60.0,13.18,456.91,2,,1,11.082157933374816,2
7875.0,36.0,13.18,266.03,2,5.0,1,10.404293143019792,1
20000.0,60.0,13.67,461.96,2,10.0,3,10.847996382484267,2
30000.0,36.0,10.99,982.02,1,7.0,1,11.07635661181073,1
15000.0,36.0,9.17,478.19,1,0.0,3,10.819798284210286,2
8000.0,36.0,15.41,278.94,3,9.0,3,10.214678610538817,2
25200.0,60.0,8.18,513.14,1,1.0,2,11.608244735642321,2
3550.0,36.0,11.49,117.05,1,10.0,1,10.968215530759235,2
12000.0,60.0,26.77,364.78,6,5.0,1,10.596659732783579,2
6025.0,36.0,11.22,197.88,1,10.0,1,10.96648993456911,2
35000.0,36.0,17.27,1252.56,3,10.0,2,12.092136575802593,3
14825.0,60.0,11.99,329.7,2,8.0,1,10.753659849198822,5
21000.0,60.0,9.76,443.72,1,10.0,3,11.002116507732017,2
20000.0,36.0,12.59,669.94,2,1.0,3,11.461642696843066,2
7350.0,36.0,17.86,265.21,3,2.0,3,10.12667110305036,2
24000.0,36.0,7.91,751.08,0,4.0,3,11.599112335481124,8
13000.0,60.0,12.59,293.07,2,5.0,3,10.165890277802454,2
8350.0,36.0,16.55,295.84,3,8.0,3,9.99884318585288,1
30000.0,36.0,9.76,964.64,1,9.0,3,11.736077016252437,5
12000.0,36.0,10.99,392.81,1,2.0,2,11.156264806643742,1
13000.0,60.0,11.99,289.12,2,2.0,3,11.034905792929415,2
10000.0,36.0,6.99,308.73,0,10.0,3,10.896757843893464,1
27500.0,60.0,11.99,611.59,2,6.0,1,10.915106645867501,1
12000.0,60.0,9.76,253.55,1,10.0,1,11.36024037730458,1
6000.0,36.0,11.99,199.26,2,4.0,3,10.62135173563291,2
9800.0,36.0,18.49,356.71,4,6.0,3,10.747229096720554,7
30000.0,36.0,10.78,979.04,1,5.0,3,11.461642696843066,1
35000.0,60.0,13.18,799.59,2,5.0,3,12.206077645517674,2
26600.0,36.0,18.49,968.21,4,6.0,3,11.156264806643742,2
5000.0,36.0,8.18,157.1,1,10.0,3,10.819798284210286,1
19000.0,36.0,7.49,590.94,0,9.0,1,10.968215530759235,2
12000.0,36.0,10.64,390.83,1,7.0,1,10.463131911491967,2
20000.0,36.0,7.89,625.72,0,4.0,1,11.813037464800539,3
12000.0,36.0,7.89,375.43,0,1.0,3,10.55843949396453,1
16800.0,60.0,17.86,425.34,3,0.0,3,12.072546967175038,2
19200.0,60.0,17.86,486.1,3,2.0,1,10.77897712300635,2
25000.0,36.0,6.89,770.68,0,5.0,1,11.918397239722838,2
10750.0,36.0,11.99,357.01,2,8.0,3,10.571342565808699,2
18200.0,36.0,9.76,585.22,1,10.0,3,11.764905227422814,1
20000.0,36.0,11.99,664.2,2,10.0,1,11.156264806643742,2
12000.0,36.0,6.99,370.48,0,10.0,2,10.085850775128717,1
12000.0,36.0,9.17,382.55,1,8.0,2,10.545367754151743,2
7800.0,36.0,16.55,276.35,3,0.0,1,10.77897712300635,2
35000.0,60.0,17.57,880.61,3,3.0,1,11.608244735642321,8
15000.0,36.0,5.32,451.73,0,0.0,1,11.156264806643742,2
35000.0,60.0,17.97,888.2,3,0.0,3,11.156264806643742,1
11000.0,36.0,6.89,339.1,0,,3,10.77897712300635,2
10000.0,36.0,16.99,356.48,3,8.0,3,10.714439990727769,1
5600.0,36.0,10.64,182.39,1,0.0,3,10.545367754151743,2
30000.0,60.0,13.99,697.9,2,6.0,3,11.918397239722838,2
9475.0,36.0,19.48,349.62,4,5.0,2,10.819798284210286,8
14000.0,36.0,9.8,450.43,1,8.0,1,10.819798284210286,2
4000.0,36.0,9.76,128.62,1,10.0,2,11.289794413577894,2
24000.0,60.0,7.89,485.38,0,2.0,1,12.07824495582233,1
7000.0,36.0,14.33,240.37,2,10.0,3,10.915106645867501,2
7800.0,36.0,9.76,250.81,1,10.0,1,10.596659732783579,1
10000.0,36.0,14.48,344.12,2,0.0,3,11.608244735642321,2
5000.0,36.0,15.41,174.34,3,,3,9.513181956185786,2
33750.0,60.0,21.99,931.95,5,10.0,1,11.225256725762893,2
20000.0,60.0,12.59,450.88,2,10.0,1,11.350418300109132,2
24950.0,60.0,13.67,576.29,2,,1,11.082157933374816,1
5000.0,36.0,11.99,166.05,2,8.0,1,11.002116507732017,2
15000.0,36.0,10.64,488.53,1,10.0,3,10.859018228147885,2
16000.0,60.0,11.22,349.64,1,3.0,3,12.072546967175038,2
2300.0,36.0,6.24,70.23,0,4.0,3,9.852246888342531,2
20000.0,36.0,12.59,669.94,2,10.0,2,11.082157933374816,1
26600.0,60.0,23.99,765.08,5,5.0,3,11.156264806643742,2
15000.0,36.0,5.32,451.73,0,3.0,1,10.942013616092948,2
10000.0,36.0,7.89,312.86,0,3.0,1,10.34177474101152,2
10800.0,60.0,16.55,265.81,3,10.0,1,10.308985993422082,2
10000.0,36.0,15.41,348.67,3,9.0,1,11.127277689932466,2
2000.0,36.0,11.22,65.69,1,3.0,1,11.050905878263567,3
10000.0,36.0,13.67,340.18,2,1.0,1,11.002116507732017,2
10800.0,60.0,13.18,246.73,2,10.0,1,11.07969339830934,2
10000.0,60.0,10.64,215.64,1,3.0,1,10.491301994830229,1
7000.0,36.0,10.64,227.98,1,4.0,3,10.596659732783579,2
14250.0,36.0,12.05,473.65,2,10.0,3,10.34177474101152,1
1225.0,36.0,11.99,40.69,2,10.0,3,15.192835059911507,8
4000.0,36.0,13.18,135.13,2,10.0,1,11.522885696764481,2
24000.0,36.0,6.89,739.85,0,1.0,1,13.30468660086356,3
8000.0,36.0,13.44,271.26,2,10.0,3,11.184435286790631,2
15000.0,60.0,14.33,351.6,2,10.0,3,11.561725152903833,2
11550.0,60.0,18.99,299.55,4,8.0,1,10.434145214930487,2
23000.0,60.0,10.64,495.96,1,3.0,1,11.49273296168228,2
9600.0,36.0,16.99,342.22,3,2.0,1,11.373674891823535,10
7475.0,36.0,13.18,252.52,2,,2,9.741027444837728,1
10000.0,36.0,9.17,318.79,1,3.0,3,10.645448706505872,1
24000.0,60.0,15.41,576.14,3,1.0,1,11.695255355062795,2
3000.0,36.0,7.89,93.86,0,5.0,1,10.545367754151743,4
5600.0,36.0,17.57,201.25,3,2.0,1,11.350418300109132,3
7500.0,36.0,9.17,239.1,1,0.0,2,10.239995502805314,1
5450.0,36.0,13.18,184.11,2,3.0,3,10.596659732783579,2
16500.0,60.0,13.67,381.11,2,10.0,1,11.58989576532275,2
10000.0,60.0,10.64,215.64,1,10.0,2,10.859018228147885,2
11400.0,36.0,9.76,366.57,1,10.0,3,11.082157933374816,2
18000.0,60.0,9.76,380.33,1,10.0,1,11.918397239722838,2
14000.0,36.0,7.89,438.0,0,4.0,1,10.714439990727769,2
25200.0,60.0,12.59,568.11,2,10.0,1,11.49273296168228,2
26425.0,36.0,6.49,809.78,0,10.0,2,10.875685916348578,3
17650.0,60.0,13.18,403.22,2,6.0,1,11.082157933374816,2
7500.0,36.0,11.99,249.08,2,2.0,3,11.6172944892629,2
12000.0,60.0,11.49,263.86,1,,1,11.335579509317519,3
35000.0,60.0,26.06,1049.17,5,6.0,1,11.665655135642039,2
5000.0,36.0,7.89,156.43,0,10.0,1,11.156264806643742,2
9200.0,36.0,11.99,305.53,2,8.0,1,11.002116507732017,1
35000.0,60.0,18.2,892.59,4,10.0,1,11.626263078808801,2
22000.0,36.0,8.38,693.27,1,3.0,1,11.42410518016564,2
16000.0,36.0,6.89,493.23,0,1.0,1,11.532737896139919,2
35000.0,60.0,16.99,869.66,3,0.0,1,11.23850177707664,4
14400.0,60.0,17.86,364.57,3,1.0,3,10.596659732783579,2
25000.0,60.0,19.99,662.21,4,4.0,3,11.289794413577894,2
8000.0,36.0,8.49,252.51,1,1.0,3,10.571342565808699,2
12000.0,36.0,9.76,385.86,1,4.0,1,11.314486721293981,2
16000.0,36.0,16.55,566.87,3,9.0,1,10.373522431293592,2
25650.0,60.0,11.99,570.45,2,3.0,1,11.373674891823535,2
21000.0,60.0,14.33,492.24,2,2.0,1,10.888576470280553,2
10000.0,60.0,16.99,248.48,3,3.0,3,10.596659732783579,2
5000.0,36.0,7.26,154.99,0,,1,11.034099028977048,1
15000.0,36.0,5.32,451.73,0,10.0,1,11.225256725762893,1
10000.0,36.0,7.89,312.86,0,6.0,1,11.350418300109132,1
2725.0,36.0,27.88,112.54,6,5.0,1,10.727684925086583,2
9000.0,36.0,12.59,301.48,2,9.0,3,10.239995502805314,8
12000.0,36.0,18.49,436.79,4,7.0,3,10.714439990727769,2
9600.0,36.0,11.99,318.82,2,9.0,1,10.87806606028079,1
28000.0,60.0,13.18,639.67,2,8.0,1,11.156264806643742,1
28800.0,60.0,17.86,729.14,3,2.0,3,11.407576060361786,2
15800.0,60.0,19.99,418.52,4,10.0,3,10.664316745782923,8
6400.0,36.0,9.76,205.79,1,10.0,3,11.42955472553732,2
15950.0,60.0,19.99,422.49,4,5.0,3,11.156264806643742,2
10000.0,60.0,17.57,251.61,3,4.0,1,10.596659732783579,2
7000.0,36.0,9.17,223.16,1,10.0,2,10.373522431293592,2
16000.0,60.0,12.59,360.7,2,2.0,1,11.19822841866684,2
8000.0,36.0,11.99,265.68,2,10.0,1,11.082157933374816,5
14000.0,36.0,11.49,461.6,1,0.0,1,11.117524542619655,1
25000.0,60.0,9.76,528.23,1,0.0,3,12.013706813470412,2
20000.0,60.0,9.76,422.59,1,2.0,1,11.082157933374816,1
35000.0,60.0,15.41,840.2,3,8.0,2,11.711144976916955,2
30000.0,60.0,15.41,720.18,3,3.0,3,11.002116507732017,2
9200.0,36.0,13.99,314.39,2,9.0,1,10.668978650219241,2
12600.0,60.0,19.99,333.76,4,0.0,1,10.308985993422082,1
15000.0,36.0,11.22,492.65,1,10.0,1,11.002116507732017,8
17775.0,36.0,12.59,595.41,2,6.0,2,11.695255355062795,2
20225.0,60.0,18.49,518.99,4,5.0,3,10.736418414365374,2
8000.0,36.0,9.17,255.04,1,0.0,1,11.127277689932466,2
15000.0,36.0,11.48,494.5,1,5.0,3,11.082157933374816,1
1500.0,36.0,12.05,49.86,2,6.0,3,10.491301994830229,8
35000.0,60.0,18.99,907.73,4,10.0,1,11.874006686991777,1
2800.0,36.0,9.17,89.27,1,10.0,2,10.491301994830229,1
6450.0,36.0,13.67,219.42,2,0.0,1,11.082157933374816,2
6000.0,36.0,11.99,199.26,2,10.0,1,10.596659732783579,2
18000.0,60.0,14.48,423.33,2,10.0,1,11.775297421715825,8
15000.0,60.0,12.88,340.38,2,10.0,1,10.915106645867501,2
9600.0,36.0,10.64,312.66,1,0.0,1,11.225256725762893,2
20000.0,36.0,12.59,669.94,2,10.0,1,10.968215530759235,2
2000.0,36.0,10.64,65.14,1,10.0,1,10.819798284210286,8
21000.0,60.0,13.67,485.05,2,10.0,1,11.082157933374816,2
9000.0,36.0,20.5,336.77,4,2.0,1,10.308985993422082,3
3650.0,36.0,13.44,123.76,2,3.0,1,11.156264806643742,8
5000.0,36.0,11.99,166.05,2,10.0,2,10.518700218288165,2
6000.0,36.0,6.24,183.19,0,4.0,3,10.491301994830229,2
15000.0,60.0,14.48,352.77,2,4.0,3,11.454777149574657,2
28000.0,36.0,7.26,867.9,0,0.0,3,12.043559598368038,1
12000.0,36.0,5.32,361.38,0,10.0,2,11.338583982516495,1
5000.0,36.0,11.22,164.22,1,,1,10.254496474848233,1
12000.0,60.0,15.77,290.36,3,,1,10.699236446756792,8
24000.0,36.0,11.22,788.24,1,2.0,3,11.156264806643742,1
20000.0,36.0,10.78,652.7,1,10.0,1,11.918397239722838,3
18000.0,60.0,13.18,411.22,2,5.0,1,11.002116507732017,2
28000.0,36.0,6.89,863.16,0,10.0,1,12.371591321286905,2
20000.0,36.0,11.99,664.2,2,9.0,3,11.002116507732017,2
6000.0,36.0,11.99,199.26,2,0.0,3,10.943781931879723,1
35000.0,36.0,16.99,1247.68,3,2.0,1,11.51293546492023,2
4725.0,36.0,15.41,164.75,3,9.0,3,10.915106645867501,1
24000.0,60.0,12.59,541.05,2,10.0,3,11.608244735642321,2
35000.0,36.0,10.78,1142.22,1,10.0,1,12.691583538230217,2
9000.0,36.0,9.76,289.4,1,2.0,3,10.819798284210286,1
22450.0,36.0,11.48,740.1,1,8.0,1,10.935977844808969,2
1200.0,36.0,11.99,39.86,2,6.0,1,11.170449240431308,8
35000.0,60.0,11.48,769.39,1,9.0,2,12.206077645517674,3
4000.0,36.0,9.17,127.52,1,10.0,3,10.691967639914864,2
7425.0,36.0,17.27,265.73,3,1.0,3,11.225256725762893,2
23300.0,36.0,14.48,801.79,2,5.0,2,10.87806606028079,2
18725.0,60.0,23.13,529.27,5,5.0,1,10.714439990727769,5
35000.0,60.0,16.55,861.4,3,4.0,1,11.918397239722838,2
18000.0,36.0,16.55,637.73,3,10.0,2,11.736077016252437,2
5000.0,36.0,13.67,170.09,2,10.0,3,10.799595985047786,3
3000.0,36.0,9.17,95.64,1,4.0,2,10.819798284210286,1
11875.0,60.0,16.99,295.07,3,0.0,3,10.205109511721595,0
6375.0,36.0,14.48,219.38,2,,1,10.308985993422082,1
10000.0,60.0,14.48,235.18,2,5.0,1,10.714439990727769,2
1500.0,36.0,11.99,49.82,2,10.0,1,11.314486721293981,8
5000.0,36.0,8.38,157.56,1,0.0,2,10.968215530759235,1
