loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose
20000.0,36.0,10.64,651.37,1,0.0,1,11.461642696843066,1
10000.0,36.0,12.59,334.97,2,0.0,1,10.819798284210286,2
14000.0,60.0,15.41,336.08,3,10.0,1,11.703554089007538,2
13000.0,36.0,6.49,398.38,0,6.0,1,11.451060699493427,5
7200.0,36.0,7.89,225.26,0,0.0,3,9.99884318585288,2
16500.0,36.0,7.89,516.22,0,10.0,1,10.714439990727769,2
11000.0,36.0,8.18,345.62,1,8.0,1,10.896757843893464,2
25000.0,36.0,12.59,837.43,2,10.0,1,11.177466714598282,2
15000.0,60.0,18.2,382.54,4,10.0,1,11.184435286790631,2
6000.0,36.0,9.17,191.28,1,9.0,3,10.62135173563291,2
35000.0,60.0,18.2,892.59,4,10.0,1,11.385103457032141,2
7350.0,36.0,19.99,273.12,4,10.0,3,10.085850775128717,10
34800.0,60.0,18.49,893.0,4,1.0,1,11.320565693461432,2
20000.0,36.0,8.18,628.39,1,10.0,1,11.775297421715825,2
12000.0,36.0,6.24,366.37,0,10.0,1,11.082157933374816,1
16000.0,36.0,10.64,521.1,1,10.0,2,12.206077645517674,3
30000.0,60.0,18.49,769.83,4,2.0,3,11.289794413577894,2
13850.0,36.0,7.89,433.31,0,1.0,3,11.314486721293981,2
28000.0,60.0,13.18,639.67,2,10.0,1,11.289794413577894,2
3000.0,36.0,11.22,98.53,1,10.0,1,11.082157933374816,2
14400.0,36.0,9.17,459.06,1,10.0,1,11.002116507732017,2
4800.0,36.0,9.17,153.02,1,10.0,1,11.251573687764477,1
15000.0,36.0,7.26,464.95,0,2.0,1,12.276069679344003,2
35000.0,36.0,16.99,1247.68,3,5.0,1,11.695255355062795,2
6000.0,36.0,12.05,199.43,2,5.0,3,10.691967639914864,2
15000.0,60.0,18.99,389.03,4,10.0,1,10.839600519357369,2
30000.0,60.0,13.18,685.36,2,1.0,1,11.775297421715825,2
12000.0,60.0,17.57,301.93,3,0.0,3,10.308985993422082,2
9000.0,36.0,8.38,283.61,1,,1,11.082157933374816,2
15000.0,36.0,9.17,478.19,1,10.0,3,11.127277689932466,2
26000.0,36.0,11.99,863.45,2,4.0,1,11.51293546492023,2
10000.0,36.0,7.89,312.86,0,10.0,2,11.695255355062795,3
6000.0,36.0,6.24,183.19,0,3.0,2,10.239995502805314,3
12000.0,36.0,5.32,361.38,0,5.0,3,11.289794413577894,8
16250.0,60.0,10.64,350.41,1,,1,10.491301994830229,2
15000.0,36.0,11.49,494.57,1,9.0,1,11.461642696843066,2
24000.0,60.0,15.77,580.71,3,10.0,1,11.082157933374816,2
4000.0,36.0,13.18,135.13,2,,1,10.043292972227004,1
6000.0,36.0,9.17,191.28,1,10.0,2,10.819798284210286,2
3750.0,36.0,10.78,122.38,1,0.0,3,10.308985993422082,2
2000.0,36.0,11.99,66.42,2,10.0,1,10.87806606028079,5
3500.0,36.0,12.59,117.24,2,1.0,1,10.915106645867501,6
10000.0,36.0,9.17,318.79,1,10.0,1,11.225256725762893,1
20750.0,60.0,19.99,549.64,4,10.0,1,11.695255355062795,1
15000.0,36.0,9.76,482.32,1,4.0,2,11.350418300109132,2
5000.0,36.0,9.76,160.78,1,4.0,1,10.109851103810321,3
20000.0,60.0,7.89,404.48,0,10.0,1,11.918397239722838,3
12000.0,60.0,13.18,274.15,2,10.0,2,10.819798284210286,0
4725.0,36.0,11.99,156.92,2,10.0,1,11.326607934898927,3
24000.0,36.0,5.32,722.76,0,1.0,1,11.918397239722838,1
14400.0,60.0,9.76,304.26,1,3.0,1,11.695255355062795,1
24000.0,36.0,6.89,739.85,0,10.0,1,11.532737896139919,2
24000.0,60.0,20.99,649.15,4,3.0,3,11.082157933374816,1
10000.0,60.0,18.49,256.61,4,6.0,1,11.156264806643742,3
8000.0,36.0,10.64,260.55,1,,2,10.896757843893464,3
5000.0,36.0,10.99,163.67,1,0.0,3,10.950824090522444,2
23000.0,36.0,5.32,692.64,0,10.0,1,11.407576060361786,2
7975.0,36.0,17.86,287.76,3,10.0,2,10.933124826700706,2
30000.0,36.0,9.17,956.37,1,0.0,1,11.918397239722838,3
2800.0,36.0,16.99,99.82,3,0.0,1,10.819798284210286,11
2725.0,36.0,14.48,93.78,2,5.0,3,10.714439990727769,2
15000.0,60.0,13.18,342.68,2,10.0,3,11.407576060361786,2
15000.0,36.0,9.99,483.94,1,0.0,3,11.156264806643742,2
6000.0,36.0,8.38,189.08,1,5.0,3,10.714439990727769,8
8400.0,36.0,9.8,270.26,1,7.0,3,11.532737896139919,1
33525.0,60.0,18.2,854.97,4,4.0,1,11.918397239722838,2
35000.0,60.0,17.86,886.11,3,10.0,3,11.695255355062795,2
35000.0,36.0,13.99,1196.05,2,4.0,1,11.326607934898927,2
10000.0,36.0,11.22,328.43,1,3.0,2,11.127277689932466,1
25000.0,60.0,16.55,615.29,3,4.0,3,11.097425172408931,2
30000.0,36.0,6.89,924.81,0,5.0,1,11.683225046536858,2
5000.0,36.0,17.57,179.69,3,7.0,1,10.859018228147885,2
16000.0,36.0,13.67,544.29,2,7.0,3,10.77897712300635,2
17000.0,36.0,5.32,511.96,0,2.0,3,10.645448706505872,1
10000.0,36.0,11.22,328.43,1,10.0,1,10.714439990727769,3
9050.0,36.0,13.18,305.72,2,10.0,1,10.819798284210286,2
16000.0,60.0,8.38,327.34,1,6.0,1,10.915106645867501,3
30000.0,60.0,22.99,845.55,5,0.0,3,11.225256725762893,1
4075.0,36.0,17.86,147.04,3,,2,9.392745258631441,2
12000.0,36.0,10.64,390.83,1,10.0,3,10.819798284210286,2
12000.0,36.0,5.32,361.38,0,5.0,1,10.915106645867501,1
25000.0,36.0,7.26,774.91,0,7.0,3,12.043559598368038,5
7200.0,36.0,10.78,234.97,1,4.0,1,11.982935344196433,3
9600.0,36.0,13.18,324.3,2,0.0,2,10.308985993422082,2
16000.0,36.0,18.49,582.38,3,10.0,3,10.950824090522444,2
15000.0,36.0,6.89,462.41,0,10.0,1,11.082157933374816,2
1000.0,36.0,14.48,34.42,2,10.0,3,10.62135173563291,7
30000.0,36.0,14.33,1030.15,2,,1,11.350418300109132,3
28000.0,60.0,17.86,708.89,3,5.0,3,12.128116509451258,1
10500.0,36.0,14.48,361.32,2,,1,11.211833885608513,2
16800.0,60.0,13.18,383.81,2,10.0,1,11.561725152903833,1
1000.0,36.0,9.76,32.16,1,1.0,1,10.757924157061597,8
7000.0,36.0,11.22,229.91,1,6.0,2,10.518700218288165,2
33600.0,60.0,12.59,757.47,2,5.0,3,11.264476926102367,2
16000.0,60.0,9.8,338.39,1,10.0,3,11.552155793461898,1
29375.0,60.0,18.99,761.85,4,3.0,3,11.448558449124784,2
5000.0,36.0,12.59,167.49,2,0.0,3,10.87806606028079,6
13000.0,36.0,11.22,426.96,1,8.0,3,11.082157933374816,1
9600.0,36.0,13.67,326.57,2,,3,10.275085591132715,8
12000.0,60.0,23.99,345.15,5,4.0,1,10.380994213509263,1
12000.0,36.0,8.38,378.15,1,10.0,3,10.463131911491967,1
13750.0,60.0,25.99,411.61,5,8.0,2,10.736418414365374,2
9800.0,36.0,8.38,308.82,1,10.0,2,10.819798284210286,1
5875.0,36.0,19.89,218.01,4,9.0,3,10.896757843893464,2
15000.0,36.0,10.64,488.53,1,10.0,1,10.968215530759235,2
14400.0,36.0,8.38,453.78,1,5.0,1,10.819798284210286,1
14500.0,36.0,7.26,449.45,0,6.0,3,11.289794413577894,2
21000.0,36.0,13.18,709.4,2,10.0,1,10.971657815702502,2
13850.0,60.0,18.99,359.21,4,10.0,2,10.55843949396453,2
6000.0,36.0,6.99,185.24,0,10.0,2,10.77897712300635,1
25000.0,36.0,13.44,847.66,2,4.0,1,11.385103457032141,1
25000.0,36.0,16.55,885.73,3,4.0,3,11.097425172408931,2
16000.0,60.0,19.99,423.82,4,10.0,3,11.482682728899253,8
15000.0,60.0,11.49,329.82,1,0.0,1,11.995357787034974,1
2800.0,36.0,13.18,94.59,2,,3,10.491301994830229,2
12000.0,60.0,13.67,277.18,2,10.0,3,10.645448706505872,5
16800.0,60.0,13.18,383.81,2,,2,10.915106645867501,1
20000.0,60.0,13.18,456.91,2,10.0,1,11.190665750276072,3
8000.0,36.0,9.76,257.24,1,1.0,3,11.695255355062795,1
14400.0,36.0,7.89,450.52,0,4.0,3,10.714439990727769,1
18000.0,36.0,7.91,563.31,0,4.0,3,10.859018228147885,1
28000.0,60.0,10.64,603.78,1,2.0,1,11.608244735642321,1
9000.0,36.0,9.8,289.57,1,10.0,3,11.082157933374816,2
11000.0,36.0,7.89,344.15,0,8.0,2,11.277215789596891,2
28000.0,60.0,22.45,780.52,5,10.0,3,11.49273296168228,8
20000.0,60.0,13.67,461.96,2,4.0,3,11.036195262974786,2
8700.0,36.0,5.32,262.0,0,1.0,1,11.089820688682373,1
32850.0,36.0,16.55,1163.85,3,4.0,1,12.611541086966115,3
1000.0,36.0,14.48,34.42,2,5.0,2,11.254815139660025,7
12800.0,36.0,8.38,403.36,1,4.0,1,11.995357787034974,8
30000.0,60.0,9.17,625.23,1,5.0,3,12.25486757159303,2
5000.0,36.0,13.67,170.09,2,10.0,3,9.99884318585288,2
3500.0,36.0,10.64,113.99,1,2.0,3,10.959557617938563,1
4500.0,36.0,10.64,146.56,1,5.0,2,10.633376414449176,1
10000.0,36.0,10.64,325.69,1,0.0,3,11.918397239722838,1
10000.0,36.0,11.99,332.1,2,,2,10.275085591132715,3
10000.0,60.0,13.18,228.46,2,10.0,1,11.06665398721974,2
11000.0,36.0,15.77,385.48,3,1.0,1,11.608244735642321,2
35000.0,36.0,16.55,1240.03,3,0.0,3,11.652696102959753,2
5600.0,36.0,5.32,168.65,0,1.0,2,9.99884318585288,2
8400.0,36.0,16.99,299.45,3,5.0,1,10.915106645867501,8
15000.0,36.0,8.38,472.68,1,10.0,3,10.96129520764439,2
15675.0,60.0,16.99,389.48,3,9.0,1,10.62135173563291,2
18000.0,36.0,6.24,549.56,0,,3,11.091925310474938,2
10000.0,36.0,11.22,328.43,1,8.0,1,11.002116507732017,8
21000.0,36.0,8.38,661.76,1,1.0,1,11.58989576532275,1
24000.0,36.0,6.24,732.74,0,4.0,3,11.156264806643742,1
12000.0,60.0,16.55,295.34,3,2.0,3,10.668978650219241,2
4800.0,36.0,11.99,159.41,2,10.0,3,11.49273296168228,2
25000.0,60.0,18.99,648.38,4,0.0,3,10.819798284210286,1
20000.0,36.0,7.91,625.9,0,5.0,1,11.49273296168228,2
11000.0,36.0,9.17,350.67,1,10.0,2,11.002116507732017,2
10000.0,36.0,5.32,301.15,0,6.0,1,10.491301994830229,3
16800.0,60.0,9.76,354.97,1,0.0,2,10.799595985047786,2
4225.0,36.0,14.48,145.39,2,10.0,3,11.034905792929415,1
3575.0,36.0,15.41,124.65,3,10.0,2,10.165890277802454,2
20000.0,36.0,5.32,602.3,0,2.0,1,10.819798284210286,1
10000.0,36.0,7.26,309.97,0,5.0,1,11.833565894429412,2
5500.0,36.0,11.49,181.35,1,0.0,3,11.082157933374816,2
18225.0,60.0,28.99,578.39,6,3.0,3,10.819798284210286,10
6350.0,36.0,5.32,191.23,0,7.0,1,11.156264806643742,1
20000.0,36.0,7.26,619.93,0,10.0,1,11.982935344196433,2
20000.0,36.0,6.89,616.54,0,10.0,1,11.849404844423074,1
11225.0,36.0,27.31,460.14,6,4.0,3,10.348205424565993,2
30000.0,60.0,13.18,685.36,2,3.0,1,11.407576060361786,5
12600.0,60.0,17.86,319.0,3,10.0,2,10.392098241730961,2
7000.0,36.0,10.64,227.98,1,2.0,3,11.51293546492023,2
35000.0,36.0,17.86,1262.88,3,10.0,1,11.626263078808801,2
20000.0,60.0,11.99,444.79,2,10.0,2,11.608244735642321,1
23925.0,60.0,16.55,588.83,3,10.0,2,11.127277689932466,2
16375.0,36.0,14.48,563.49,2,5.0,3,10.571342565808699,1
5000.0,36.0,12.59,167.49,2,10.0,1,11.19822841866684,3
15000.0,36.0,6.24,457.97,0,6.0,1,11.350418300109132,2
15000.0,36.0,5.32,451.73,0,10.0,1,11.002116507732017,3
13250.0,36.0,12.59,443.84,2,,3,10.45975488349865,1
15000.0,36.0,9.17,478.19,1,10.0,3,11.413215620821216,2
8000.0,36.0,10.64,260.55,1,7.0,1,10.633472802314019,1
14000.0,60.0,15.77,338.75,3,10.0,3,11.795853756086931,2
7150.0,36.0,9.17,227.94,1,,2,11.002116507732017,8
16000.0,60.0,13.67,369.57,2,3.0,3,11.461642696843066,2
22000.0,36.0,6.99,679.2,0,0.0,3,11.849404844423074,2
35000.0,36.0,16.99,1247.68,3,10.0,1,11.695255355062795,2
8000.0,36.0,9.17,255.04,1,2.0,3,10.96129520764439,1
10000.0,36.0,11.48,329.67,1,10.0,3,10.12667110305036,1
2975.0,36.0,16.99,106.06,3,0.0,3,10.819798284210286,5
11000.0,36.0,7.26,340.96,0,5.0,1,11.156264806643742,2
15000.0,36.0,12.59,502.46,2,10.0,1,11.982935344196433,8
35000.0,36.0,15.77,1226.53,3,9.0,1,11.350418300109132,2
5000.0,36.0,12.59,167.49,2,,1,10.145492111491256,2
20000.0,60.0,13.18,456.91,2,10.0,1,10.819798284210286,2
28000.0,36.0,7.49,870.85,0,5.0,1,11.326607934898927,2
8500.0,36.0,11.22,279.17,1,2.0,3,11.002116507732017,2
10000.0,36.0,25.09,398.08,5,4.0,3,11.608244735642321,6
30000.0,60.0,13.18,685.36,2,2.0,3,12.206077645517674,1
28000.0,36.0,5.32,843.22,0,10.0,2,11.775297421715825,1
18000.0,60.0,8.38,368.26,1,2.0,2,10.859018228147885,2
4200.0,36.0,11.22,137.95,1,4.0,3,10.819798284210286,1
16000.0,60.0,13.67,369.57,2,3.0,3,11.736077016252437,3
5000.0,36.0,13.67,170.09,2,,3,10.12667110305036,1
22800.0,60.0,23.13,644.45,5,10.0,2,11.002116507732017,3
8000.0,36.0,11.22,262.75,1,10.0,2,11.211833885608513,1
8000.0,36.0,13.99,273.39,2,9.0,3,10.34177474101152,2
24000.0,60.0,17.57,603.85,3,3.0,3,11.19135563385109,2
24000.0,60.0,7.89,485.38,0,,1,11.599112335481124,2
35000.0,60.0,17.86,886.11,3,0.0,3,11.480980618387576,2
30000.0,60.0,13.99,697.9,2,8.0,1,11.695255355062795,2
15000.0,60.0,13.18,342.68,2,6.0,1,11.211833885608513,2
21000.0,36.0,6.24,641.15,0,3.0,1,12.206077645517674,10
18000.0,36.0,6.24,549.56,0,10.0,3,11.407576060361786,2
5000.0,36.0,7.91,156.48,0,7.0,2,10.545367754151743,1
12000.0,36.0,10.64,390.83,1,2.0,3,10.87806606028079,2
10000.0,36.0,9.17,318.79,1,10.0,1,11.678448377988163,2
10000.0,36.0,9.17,318.79,1,5.0,1,11.002116507732017,1
7000.0,36.0,6.89,215.79,0,0.0,3,11.184435286790631,3
11200.0,60.0,11.99,249.09,2,7.0,3,10.767326424407859,2
25000.0,36.0,11.22,821.08,1,10.0,1,11.759793355371237,2
7375.0,36.0,15.41,257.15,3,10.0,2,11.461642696843066,8
12000.0,60.0,17.86,303.81,3,10.0,1,11.218567827096358,2
7200.0,36.0,8.49,227.26,1,,1,10.596659732783579,2
5600.0,36.0,10.64,182.39,1,0.0,3,10.373522431293592,1
2000.0,36.0,9.17,63.76,1,7.0,1,11.034905792929415,1
17625.0,60.0,17.57,443.45,3,10.0,3,10.799595985047786,2
4800.0,36.0,11.22,157.65,1,10.0,1,10.596659732783579,2
33000.0,60.0,9.76,697.27,1,10.0,1,11.608244735642321,1
12000.0,36.0,10.64,390.83,1,10.0,1,11.542493975902508,1
17875.0,36.0,18.99,655.14,4,1.0,3,10.81376021208472,2
10225.0,36.0,11.99,339.57,2,5.0,3,10.308985993422082,2
6000.0,36.0,8.49,189.38,1,10.0,1,11.407576060361786,2
7000.0,36.0,10.64,227.98,1,7.0,3,11.112462823634855,2
25000.0,60.0,21.48,683.11,4,4.0,3,11.082157933374816,2
24000.0,36.0,7.26,743.91,0,10.0,1,11.299596096627623,2
18000.0,60.0,14.48,423.33,2,3.0,1,10.645448706505872,2
15000.0,36.0,5.32,451.73,0,10.0,1,11.156264806643742,1
10000.0,36.0,12.59,334.97,2,3.0,3,11.10045084755119,2
20000.0,36.0,9.17,637.58,1,10.0,1,11.736077016252437,1
17000.0,36.0,10.99,556.48,1,0.0,2,10.751435201764828,1
15000.0,36.0,8.38,472.68,1,8.0,3,11.849404844423074,1
27000.0,60.0,13.99,628.11,2,2.0,3,11.451060699493427,1
10000.0,36.0,15.41,348.67,3,1.0,3,10.668978650219241,5
24400.0,36.0,9.17,777.85,1,8.0,2,11.751950239425476,2
15000.0,36.0,12.88,504.55,2,0.0,3,11.39640288460621,2
9600.0,36.0,9.17,306.04,1,2.0,3,10.915106645867501,2
16200.0,60.0,22.99,456.6,5,10.0,3,10.714439990727769,8
25000.0,36.0,6.99,771.82,0,6.0,1,11.289794413577894,2
10000.0,60.0,13.67,230.98,2,7.0,3,10.915106645867501,2
14400.0,60.0,18.49,369.52,4,1.0,3,11.904974309480181,2
24000.0,60.0,12.59,541.05,2,2.0,1,11.652696102959753,2
7800.0,36.0,9.17,248.66,1,10.0,2,11.139438560088378,2
5000.0,36.0,11.99,166.05,2,0.0,1,9.472781556562168,2
13800.0,60.0,17.57,347.21,3,10.0,1,11.350418300109132,2
5000.0,36.0,5.32,150.58,0,2.0,3,11.736077016252437,1
15000.0,36.0,7.89,469.29,0,10.0,1,10.859018228147885,2
20425.0,60.0,16.59,503.13,3,10.0,3,11.289794413577894,2
30000.0,60.0,11.99,667.19,2,10.0,1,11.385103457032141,2
9850.0,36.0,16.55,348.98,3,,2,10.064798252418377,2
15000.0,60.0,11.99,333.6,2,4.0,3,11.472113887062386,8
22500.0,36.0,14.33,772.61,2,10.0,1,10.714439990727769,1
16000.0,36.0,10.64,521.1,1,0.0,1,11.225256725762893,2
1600.0,36.0,10.64,52.11,1,6.0,1,11.156264806643742,11
21000.0,36.0,6.24,641.15,0,2.0,1,11.695255355062795,2
16000.0,36.0,7.91,500.72,0,1.0,1,12.611541086966115,2
16200.0,60.0,18.49,415.71,4,6.0,1,11.002116507732017,1
8000.0,36.0,13.18,270.25,2,10.0,1,11.652696102959753,8
18000.0,60.0,12.59,405.79,2,6.0,3,10.645448706505872,2
23000.0,60.0,11.99,511.51,2,10.0,1,11.32653564400032,2
7000.0,36.0,11.48,230.77,1,10.0,1,10.819798284210286,3
5000.0,36.0,6.89,154.14,0,3.0,1,10.819798284210286,2
20000.0,60.0,9.76,422.59,1,,1,10.915106645867501,2
9000.0,36.0,6.89,277.45,0,10.0,2,11.51293546492023,1
9000.0,36.0,6.49,275.81,0,0.0,1,10.985309671896763,2
25000.0,36.0,6.89,770.68,0,0.0,3,11.918397239722838,2
15000.0,36.0,11.99,498.15,2,10.0,3,10.933124826700706,1
18000.0,60.0,11.49,395.78,1,10.0,3,10.736418414365374,2
2000.0,36.0,13.44,67.82,2,8.0,1,10.545367754151743,8
12000.0,60.0,13.18,274.15,2,10.0,2,10.434145214930487,6
5875.0,36.0,9.17,187.29,1,3.0,2,10.645448706505872,1
12550.0,36.0,13.18,423.95,2,5.0,1,11.289794413577894,1
10000.0,36.0,10.99,327.34,1,4.0,3,10.596659732783579,1
25000.0,36.0,13.67,850.44,2,3.0,2,11.350418300109132,2
18000.0,60.0,19.48,471.7,4,7.0,3,11.918397239722838,2
10000.0,36.0,5.32,301.15,0,5.0,1,11.970356641102999,2
14350.0,36.0,9.99,462.97,1,10.0,1,10.596659732783579,2
12475.0,36.0,13.67,424.37,2,7.0,3,10.859018228147885,2
19500.0,60.0,16.99,484.53,3,10.0,3,10.87806606028079,2
7800.0,36.0,6.24,238.15,0,4.0,3,10.62135173563291,1
10000.0,36.0,11.22,328.43,1,10.0,1,10.923074671219148,2
5000.0,36.0,11.22,164.22,1,0.0,3,10.085850775128717,2
24000.0,60.0,12.59,541.05,2,9.0,3,11.39640288460621,2
14000.0,36.0,5.32,421.61,0,,3,10.668978650219241,1
29350.0,60.0,11.22,641.37,1,3.0,3,12.278397958261774,1
22875.0,60.0,15.41,549.14,3,5.0,3,11.245059091624615,1
12000.0,36.0,11.22,394.12,1,7.0,2,10.799595985047786,2
22000.0,60.0,22.99,620.07,5,0.0,1,11.482425019521845,2
15000.0,36.0,14.48,516.17,2,4.0,3,11.225256725762893,2
6000.0,36.0,10.64,195.42,1,3.0,1,11.904974309480181,2
10000.0,60.0,19.99,264.89,4,1.0,3,10.714439990727769,1
10000.0,36.0,11.22,328.43,1,5.0,1,10.463131911491967,1
30000.0,36.0,7.26,929.89,0,10.0,2,11.608244735642321,1
15000.0,36.0,9.76,482.32,1,1.0,3,11.561725152903833,1
33000.0,36.0,12.59,1105.4,2,4.0,1,11.49273296168228,1
4925.0,36.0,10.64,160.4,1,10.0,1,11.002116507732017,1
16000.0,36.0,12.05,531.82,2,1.0,1,12.072546967175038,2
20000.0,36.0,8.38,630.24,1,0.0,1,11.532737896139919,2
15000.0,60.0,13.67,346.47,2,5.0,3,10.819798284210286,2
5850.0,36.0,14.48,201.31,2,9.0,2,11.002116507732017,2
8800.0,36.0,15.77,308.39,3,3.0,2,11.002116507732017,8
21000.0,60.0,9.17,437.67,1,1.0,3,11.813037464800539,2
18000.0,60.0,17.57,452.89,3,,1,10.915106645867501,2
4925.0,36.0,17.57,176.99,3,10.0,1,10.933124826700706,3
7125.0,36.0,16.99,254.0,3,,3,9.739143428972826,1
10000.0,60.0,10.64,215.64,1,5.0,3,10.819798284210286,2
21600.0,36.0,5.32,650.48,0,3.0,3,11.42955472553732,2
15000.0,36.0,9.76,482.32,1,10.0,3,11.082157933374816,2
9000.0,36.0,5.32,271.04,0,10.0,1,11.42955472553732,1
31075.0,60.0,14.48,730.82,2,10.0,3,11.037450897396036,1
25000.0,36.0,5.32,752.87,0,9.0,3,11.502885230075814,2
19725.0,36.0,12.59,660.73,2,1.0,3,10.809748150372926,2
20000.0,36.0,15.77,700.88,3,10.0,1,11.127277689932466,1
4000.0,36.0,11.22,131.38,1,0.0,3,10.596659732783579,2
13000.0,36.0,5.32,391.5,0,3.0,3,11.561725152903833,1
4500.0,36.0,15.41,156.9,3,0.0,3,9.648659816955295,2
11400.0,36.0,13.18,385.11,2,4.0,3,11.407576060361786,2
16000.0,36.0,9.17,510.07,1,4.0,3,10.915106645867501,1
14300.0,36.0,16.55,506.64,3,10.0,3,11.51293546492023,2
13000.0,36.0,13.18,439.15,2,0.0,3,10.463131911491967,2
16000.0,36.0,15.41,557.87,3,4.0,3,10.596659732783579,1
16000.0,36.0,12.59,535.95,2,10.0,3,11.002116507732017,8
14400.0,36.0,6.49,441.29,0,8.0,1,11.156264806643742,2
15000.0,36.0,6.89,462.41,0,10.0,3,10.463131911491967,2
11000.0,36.0,7.89,344.15,0,10.0,1,11.264476926102367,2
25000.0,60.0,15.41,600.15,3,2.0,2,11.918397239722838,2
16575.0,36.0,12.59,555.21,2,5.0,1,10.728298758274772,5
30000.0,60.0,9.17,625.23,1,4.0,1,11.695255355062795,3
16000.0,60.0,7.89,323.59,0,10.0,1,12.388398368982115,0
20000.0,36.0,7.26,619.93,0,10.0,3,11.552155793461898,1
4800.0,36.0,6.49,147.1,0,,1,11.082157933374816,2
9000.0,36.0,19.99,334.43,4,5.0,3,10.12667110305036,2
24000.0,36.0,5.32,722.76,0,10.0,1,12.072546967175038,2
30000.0,36.0,14.48,1032.34,2,10.0,1,12.043559598368038,2
25000.0,60.0,19.99,662.21,4,6.0,3,11.728294875810382,2
24000.0,60.0,15.41,576.14,3,4.0,3,14.457376023017002,2
1400.0,36.0,11.49,46.16,1,10.0,1,11.394153190178114,5
15000.0,36.0,9.76,482.32,1,1.0,3,11.350418300109132,2
5275.0,36.0,11.22,173.25,1,10.0,1,11.02875800051622,1
24000.0,60.0,13.67,554.35,2,0.0,3,11.94133205984657,1
6000.0,36.0,9.17,191.28,1,9.0,1,10.757924157061597,1
12000.0,36.0,16.99,427.78,3,10.0,3,10.184937747111391,2
5000.0,36.0,11.99,166.05,2,7.0,3,10.819798284210286,2
7500.0,36.0,20.99,282.53,4,,2,9.61587214452889,2
10500.0,60.0,13.67,242.53,2,10.0,1,10.819798284210286,10
12000.0,36.0,11.99,398.52,2,5.0,3,10.596659732783579,2
25000.0,36.0,6.24,763.28,0,0.0,3,11.385103457032141,1
14875.0,36.0,13.67,506.02,2,10.0,1,11.082157933374816,1
13525.0,36.0,13.67,460.09,2,10.0,3,11.034905792929415,1
8000.0,36.0,11.22,262.75,1,0.0,3,10.596659732783579,2
8500.0,36.0,6.24,259.52,0,9.0,1,11.580593459194764,8
17600.0,36.0,14.85,608.82,2,9.0,1,11.472113887062386,2
5600.0,36.0,11.22,183.93,1,1.0,3,10.545367754151743,1
9125.0,36.0,16.55,323.3,3,,1,10.413342705547672,2
16000.0,60.0,18.2,408.04,4,10.0,3,10.758647284406052,2
16000.0,36.0,7.26,495.94,0,10.0,1,11.51293546492023,1
6900.0,36.0,9.76,221.87,1,6.0,3,11.385103457032141,2
2500.0,36.0,10.64,81.43,1,0.0,1,10.839600519357369,5
12000.0,36.0,12.59,401.97,2,10.0,1,11.075443235428446,2
15000.0,60.0,13.67,346.47,2,1.0,1,10.463131911491967,1
11150.0,60.0,18.2,284.36,4,0.0,1,10.848044990118591,8
32000.0,60.0,14.48,752.58,2,5.0,1,11.918397239722838,2
14275.0,36.0,12.59,478.17,2,,2,10.434145214930487,2
9000.0,36.0,6.24,274.78,0,4.0,1,11.156264806643742,6
20000.0,36.0,13.18,675.62,2,10.0,3,11.918397239722838,1
10000.0,36.0,5.32,301.15,0,10.0,2,11.407576060361786,5
15000.0,60.0,9.76,316.94,1,7.0,3,11.225256725762893,2
14000.0,36.0,5.32,421.61,0,0.0,3,11.552155793461898,2
12000.0,60.0,12.59,270.53,2,3.0,1,10.859018228147885,2
2000.0,36.0,12.05,66.48,2,10.0,3,11.002116507732017,11
24000.0,60.0,14.48,564.43,2,7.0,1,11.867104296210078,2
24000.0,36.0,9.76,771.72,1,3.0,3,11.982935344196433,2
16000.0,36.0,11.99,531.36,2,10.0,1,11.695255355062795,2
10000.0,36.0,13.18,337.81,2,10.0,1,11.918397239722838,4
15000.0,36.0,12.59,502.46,2,10.0,1,11.211833885608513,2
7000.0,36.0,12.05,232.67,2,1.0,3,9.903537551286169,1
16000.0,60.0,8.38,327.34,1,10.0,2,11.48247656671073,0
25000.0,60.0,19.89,660.82,4,10.0,1,11.440365524765754,2
3500.0,36.0,13.67,119.07,2,8.0,1,10.757924157061597,2
6000.0,36.0,9.17,191.28,1,4.0,3,10.491301994830229,2
9925.0,36.0,16.55,351.64,3,5.0,2,10.555838779903405,2
10000.0,36.0,5.32,301.15,0,10.0,3,11.156264806643742,5
12000.0,36.0,9.76,385.86,1,10.0,1,11.082157933374816,1
20400.0,60.0,18.49,523.48,4,0.0,1,10.839600519357369,2
2500.0,36.0,16.55,88.58,3,0.0,2,9.61587214452889,2
20000.0,60.0,9.76,422.59,1,9.0,1,11.156264806643742,2
10000.0,36.0,11.99,332.1,2,0.0,1,12.206077645517674,3
12500.0,36.0,20.99,470.88,4,3.0,3,10.12667110305036,2
24000.0,60.0,15.41,576.14,3,3.0,3,11.308290812289185,1
6350.0,36.0,10.64,206.81,1,10.0,1,11.034905792929415,2
12000.0,60.0,11.99,266.88,2,3.0,1,11.225256725762893,2
35000.0,36.0,7.89,1095.0,0,10.0,1,11.775297421715825,2
4575.0,36.0,17.27,163.73,3,5.0,3,10.933124826700706,4
1675.0,36.0,11.22,55.02,1,3.0,1,11.002116507732017,2
16750.0,60.0,19.99,443.68,4,1.0,3,10.419330568113901,2
